4128,4595,21,17
4132,3102,21,9
4232,5902,22,24
4233,5529,22,22
4234,5155,22,20
4235,4782,22,18
4239,3289,22,10
4240,2916,22,8
4241,2542,22,6
4340,5715,23,23
4341,5342,23,21
4342,4969,23,19
4343,4596,23,17
4344,4222,23,15
4346,3476,23,11
4347,2729,23,7
4347,3102,23,9
4447,5902,24,24
4448,5529,24,22
4449,5156,24,20
4450,4409,24,16
4450,4783,24,18
4451,4036,24,14
4453,3289,24,10
4454,2916,24,8
4554,5716,25,23
4555,5343,25,21
4556,4969,25,19
4557,4596,25,17
4558,4223,25,15
4559,3850,25,13
4561,3103,25,9
4562,2730,25,7
4662,5530,26,22
4663,5156,26,20
4665,4410,26,16
4666,4036,26,14
4668,3290,26,10
4669,2917,26,8
4670,2543,26,6
4671,2170,26,4
4772,4597,27,17
4773,4223,27,15
4774,3850,27,13
4775,3477,27,11
4776,3104,27,9
4777,2730,27,7
4778,1984,27,3
4778,2357,27,5
4880,4037,28,14
4880,4410,28,16
4882,3290,28,10
4883,2917,28,8
4884,2544,28,6
4885,2171,28,4
4886,1797,28,2
4987,4224,29,15
4988,3851,29,13
4989,3477,29,11
4990,3104,29,9
4991,2731,29,7
4992,2358,29,5
4993,1984,29,3
5094,4411,30,16
5095,4038,30,14
5096,3664,30,12
5097,3291,30,10
5098,2918,30,8
5099,2544,30,6
5100,2171,30,4
5101,1798,30,2
5200,4971,31,19
5201,4598,31,17
5202,4225,31,15
5203,3851,31,13
5204,3478,31,11
5205,3105,31,9
5206,2731,31,7
5207,2358,31,5
5208,1985,31,3
5293,10384,32,48
5307,5158,32,20
5308,4785,32,18
5309,4411,32,16
5310,4038,32,14
5311,3292,32,10
5311,3665,32,12
5312,2918,32,8
5313,2545,32,6
5314,2172,32,4
5315,1798,32,2
5400,10571,33,49
5401,10198,33,47
5413,5345,33,21
5414,4972,33,19
5415,4598,33,17
5416,4225,33,15
5417,3852,33,13
5418,3478,33,11
5419,3105,33,9
5420,2732,33,7
5421,2359,33,5
5422,1985,33,3
5423,1612,33,1
5507,10758,34,50
5508,10385,34,48
5520,5532,34,22
5521,5159,34,20
5522,4785,34,18
5523,4412,34,16
5524,4039,34,14
5525,3665,34,12
5526,3292,34,10
5527,2919,34,8
5528,2546,34,6
5529,2172,34,4
5530,1799,34,2
5615,10571,35,49
5616,10198,35,47
5617,9825,35,45
5627,5719,35,23
5628,5345,35,21
5629,4972,35,19
5630,4599,35,17
5631,4226,35,15
5632,3852,35,13
5633,3479,35,11
5634,3106,35,9
5635,2732,35,7
5636,2359,35,5
5637,1986,35,3
5638,1613,35,1
5721,10758,36,50
5722,10385,36,48
5723,10012,36,46
5724,9639,36,44
5735,5532,36,22
5736,5159,36,20
5737,4786,36,18
5738,4413,36,16
5739,4039,36,14
5740,3666,36,12
5741,2919,36,8
5741,3293,36,10
5742,2546,36,6
5743,2173,36,4
5744,1800,36,2
5745,1426,36,0
5828,10945,37,51
5829,10572,37,49
5830,10199,37,47
5831,9825,37,45
5832,9452,37,43
5842,5719,37,23
5843,5346,37,21
5844,4599,37,17
5844,4973,37,19
5845,4226,37,15
5846,3853,37,13
5847,3480,37,11
5848,3106,37,9
5849,2733,37,7
5850,2360,37,5
5851,1986,37,3
5852,1613,37,1
5935,11132,38,52
5936,10759,38,50
5937,10386,38,48
5938,10012,38,46
5939,9639,38,44
5940,9266,38,42
5941,8892,38,40
5948,5906,38,24
5949,5533,38,22
5950,5160,38,20
5951,4786,38,18
5952,4413,38,16
5953,4040,38,14
5954,3666,38,12
5955,3293,38,10
5956,2920,38,8
5957,2547,38,6
5958,2173,38,4
5959,1800,38,2
5960,1427,38,0
6042,11319,39,53
6043,10946,39,51
6044,10573,39,49
6045,10199,39,47
6046,9826,39,45
6047,9453,39,43
6048,9079,39,41
6056,5720,39,23
6057,5347,39,21
6058,4973,39,19
6059,4600,39,17
6060,4227,39,15
6061,3853,39,13
6062,3480,39,11
6063,3107,39,9
6064,2734,39,7
6065,2360,39,5
6066,1987,39,3
6067,1614,39,1
6150,11133,40,52
6151,10386,40,48
6151,10759,40,50
6152,10013,40,46
6153,9640,40,44
6154,9266,40,42
6155,8893,40,40
6163,5907,40,24
6164,5533,40,22
6165,5160,40,20
6166,4787,40,18
6167,4414,40,16
6168,4040,40,14
6169,3667,40,12
6170,3294,40,10
6171,2547,40,6
6171,2920,40,8
6172,2174,40,4
6173,1801,40,2
6174,1427,40,0
6256,11320,41,53
6257,10946,41,51
6258,10573,41,49
6259,10200,41,47
6260,9827,41,45
6261,9453,41,43
6262,9080,41,41
6263,8707,41,39
6264,8333,41,37
6270,6094,41,25
6271,5720,41,23
6272,5347,41,21
6273,4974,41,19
6274,4227,41,15
6274,4601,41,17
6275,3854,41,13
6276,3481,41,11
6277,3107,41,9
6278,2734,41,7
6279,2361,41,5
6280,1988,41,3
6281,1614,41,1
6365,10760,42,50
6366,10387,42,48
6367,10013,42,46
6368,9640,42,44
6369,9267,42,42
6370,8894,42,40
6371,8520,42,38
6372,8147,42,36
6377,5907,42,24
6378,5534,42,22
6379,5161,42,20
6380,4787,42,18
6381,4414,42,16
6382,4041,42,14
6383,3668,42,12
6384,3294,42,10
6385,2921,42,8
6386,2548,42,6
6387,2174,42,4
6388,1801,42,2
6389,1428,42,0
6471,11320,43,53
6472,10947,43,51
6473,10574,43,49
6474,10200,43,47
6475,9827,43,45
6476,9454,43,43
6477,9080,43,41
6478,8707,43,39
6479,7961,43,35
6479,8334,43,37
6480,7587,43,33
6481,7214,43,31
6484,6094,43,25
6485,5721,43,23
6486,5348,43,21
6487,4974,43,19
6488,4601,43,17
6489,4228,43,15
6490,3855,43,13
6491,3481,43,11
6492,3108,43,9
6493,2735,43,7
6494,2361,43,5
6495,1988,43,3
6496,1615,43,1
6579,11134,44,52
6580,10761,44,50
6581,10387,44,48
6582,10014,44,46
6582,9641,44,44
6583,9267,44,42
6584,8894,44,40
6585,8521,44,38
6586,8148,44,36
6587,7774,44,34
6588,7401,44,32
6589,7028,44,30
6592,5908,44,24
6593,5535,44,22
6594,5161,44,20
6595,4788,44,18
6596,4415,44,16
6597,4041,44,14
6598,3668,44,12
6599,3295,44,10
6600,2922,44,8
6601,2548,44,6
6602,1802,44,2
6602,2175,44,4
6603,1428,44,0
6685,11321,45,53
6686,10947,45,51
6687,10574,45,49
6688,10201,45,47
6689,9828,45,45
6690,9454,45,43
6691,9081,45,41
6692,8708,45,39
6693,8334,45,37
6694,7961,45,35
6695,7588,45,33
6696,7215,45,31
6697,6841,45,29
6699,6095,45,25
6700,5721,45,23
6701,5348,45,21
6702,4975,45,19
6703,4602,45,17
6704,3855,45,13
6704,4228,45,15
6705,3482,45,11
6706,3108,45,9
6707,2735,45,7
6708,2362,45,5
6709,1989,45,3
6710,1615,45,1
6793,11134,46,52
6794,10761,46,50
6795,10388,46,48
6796,10015,46,46
6797,9641,46,44
6798,9268,46,42
6799,8895,46,40
6800,8521,46,38
6801,8148,46,36
6802,7775,46,34
6803,7402,46,32
6804,7028,46,30
6805,6655,46,28
6807,5535,46,22
6807,5908,46,24
6808,5162,46,20
6809,4789,46,18
6810,4415,46,16
6811,4042,46,14
6812,3669,46,12
6813,3295,46,10
6814,2922,46,8
6815,2549,46,6
6816,2176,46,4
6817,1802,46,2
6818,1429,46,0
6900,11321,47,53
6901,10948,47,51
6902,10575,47,49
6903,10201,47,47
6904,9828,47,45
6905,9455,47,43
6906,9082,47,41
6907,8708,47,39
6908,8335,47,37
6909,7588,47,33
6909,7962,47,35
6910,7215,47,31
6911,6842,47,29
6912,6469,47,27
6913,6095,47,25
6914,5722,47,23
6915,5349,47,21
6916,4975,47,19
6917,4602,47,17
6918,4229,47,15
6919,3856,47,13
6920,3482,47,11
6921,3109,47,9
6922,2736,47,7
6923,2362,47,5
6924,1989,47,3
6925,1616,47,1
7008,11135,48,52
7009,10762,48,50
7010,10388,48,48
7011,10015,48,46
7012,9269,48,42
7012,9642,48,44
7013,8895,48,40
7014,8522,48,38
7015,8149,48,36
7016,7775,48,34
7017,7402,48,32
7018,7029,48,30
7019,6656,48,28
7020,6282,48,26
7021,5909,48,24
7022,5536,48,22
7023,5162,48,20
7024,4789,48,18
7025,4416,48,16
7026,4043,48,14
7027,3669,48,12
7029,2923,48,8
7030,2549,48,6
7031,2176,48,4
7032,1430,48,0
7032,1803,48,2
7115,10949,49,51
7115,11322,49,53
7116,10575,49,49
7117,10202,49,47
7118,9829,49,45
7119,9455,49,43
7120,9082,49,41
7121,8709,49,39
7122,8336,49,37
7123,7962,49,35
7124,7589,49,33
7125,7216,49,31
7126,6842,49,29
7127,6469,49,27
7128,6096,49,25
7129,5723,49,23
7130,5349,49,21
7131,4976,49,19
7132,4603,49,17
7133,4229,49,15
7134,3483,49,11
7134,3856,49,13
7135,3110,49,9
7136,2736,49,7
7137,2363,49,5
7138,1990,49,3
7139,1616,49,1
7222,11135,50,52
7223,10762,50,50
7224,10389,50,48
7225,10016,50,46
7226,9642,50,44
7227,9269,50,42
7228,8896,50,40
7229,8522,50,38
7230,8149,50,36
7231,7776,50,34
7232,7403,50,32
7233,7029,50,30
7234,6656,50,28
7235,6283,50,26
7236,5909,50,24
7237,5163,50,20
7237,5536,50,22
7238,4790,50,18
7239,4416,50,16
7240,4043,50,14
7241,3670,50,12
7243,2923,50,8
7244,2550,50,6
7245,2177,50,4
7246,1803,50,2
7247,1430,50,0
7329,11322,51,53
7330,10949,51,51
7331,10576,51,49
7332,10203,51,47
7333,9829,51,45
7334,9456,51,43
7335,9083,51,41
7336,8709,51,39
7337,8336,51,37
7338,7963,51,35
7339,7590,51,33
7340,6843,51,29
7340,7216,51,31
7341,6470,51,27
7342,6096,51,25
7343,5723,51,23
7344,5350,51,21
7345,4977,51,19
7346,4603,51,17
7347,4230,51,15
7348,3857,51,13
7349,3483,51,11
7350,3110,51,9
7351,2737,51,7
7352,2364,51,5
7353,1990,51,3
7354,1617,51,1
7437,11136,52,52
7438,10763,52,50
7439,10389,52,48
7440,10016,52,46
7441,9643,52,44
7442,8896,52,40
7442,9270,52,42
7443,8523,52,38
7444,8150,52,36
7445,7776,52,34
7446,7403,52,32
7447,7030,52,30
7448,6657,52,28
7449,6283,52,26
7450,5910,52,24
7451,5537,52,22
7452,5163,52,20
7453,4790,52,18
7454,4417,52,16
7455,4044,52,14
7456,3670,52,12
7457,3297,52,10
7458,2924,52,8
7459,2550,52,6
7460,2177,52,4
7461,1804,52,2
7462,1431,52,0
7544,11323,53,53
7545,10576,53,49
7545,10950,53,51
7546,10203,53,47
7547,9830,53,45
7548,9457,53,43
7549,9083,53,41
7550,8710,53,39
7551,8337,53,37
7552,7963,53,35
7553,7590,53,33
7554,7217,53,31
7555,6844,53,29
7556,6470,53,27
7557,6097,53,25
7558,5724,53,23
7559,5350,53,21
7560,4977,53,19
7561,4604,53,17
7562,4231,53,15
7563,3857,53,13
7564,3484,53,11
7565,2737,53,7
7565,3111,53,9
7566,2364,53,5
7567,1991,53,3
7568,1618,53,1
7651,11137,54,52
7652,10763,54,50
7653,10390,54,48
7654,10017,54,46
7655,9643,54,44
7656,9270,54,42
7657,8897,54,40
7658,8524,54,38
7659,8150,54,36
7660,7777,54,34
7661,7404,54,32
7662,7030,54,30
7664,6284,54,26
7665,5911,54,24
7666,5537,54,22
7667,4791,54,18
7667,5164,54,20
7668,4417,54,16
7669,4044,54,14
7670,3671,54,12
7671,3298,54,10
7672,2924,54,8
7673,2551,54,6
7674,2178,54,4
7675,1804,54,2
7676,1431,54,0
7758,11323,55,53
7759,10950,55,51
7760,10577,55,49
7761,10204,55,47
7762,9830,55,45
7763,9457,55,43
7764,9084,55,41
7765,8710,55,39
7766,8337,55,37
7767,7964,55,35
7768,7591,55,33
7769,7217,55,31
7770,6844,55,29
7771,6097,55,25
7772,5724,55,23
7773,5351,55,21
7774,4978,55,19
7775,4604,55,17
7776,4231,55,15
7777,3858,55,13
7778,3485,55,11
7779,3111,55,9
7780,2738,55,7
7781,2365,55,5
7782,1991,55,3
7783,1618,55,1
7866,11137,56,52
7867,10764,56,50
7868,10391,56,48
7869,10017,56,46
7870,9644,56,44
7871,9271,56,42
7872,8897,56,40
7873,8151,56,36
7873,8524,56,38
7874,7778,56,34
7875,7404,56,32
7876,7031,56,30
7877,6658,56,28
7879,5911,56,24
7880,5538,56,22
7881,5165,56,20
7882,4791,56,18
7883,4418,56,16
7884,4045,56,14
7885,3671,56,12
7886,3298,56,10
7887,2925,56,8
7888,2552,56,6
7889,2178,56,4
7890,1805,56,2
7891,1432,56,0
7973,11324,57,53
7974,10951,57,51
7975,10204,57,47
7975,10577,57,49
7976,9831,57,45
7977,9458,57,43
7978,9084,57,41
7979,8711,57,39
7980,8338,57,37
7981,7964,57,35
7982,7591,57,33
7983,7218,57,31
7984,6845,57,29
7985,6471,57,27
7986,6098,57,25
7987,5725,57,23
7988,5351,57,21
7989,4978,57,19
7990,4605,57,17
7991,4232,57,15
7992,3858,57,13
7993,3485,57,11
7994,3112,57,9
7995,2365,57,5
7995,2738,57,7
7996,1992,57,3
7997,1619,57,1
8080,11138,58,52
8081,10764,58,50
8082,10391,58,48
8083,10018,58,46
8084,9645,58,44
8085,9271,58,42
8086,8898,58,40
8087,8525,58,38
8088,8151,58,36
8089,7778,58,34
8090,7405,58,32
8091,7032,58,30
8094,5912,58,24
8095,5538,58,22
8096,5165,58,20
8097,4792,58,18
8098,4045,58,14
8098,4419,58,16
8099,3672,58,12
8100,3299,58,10
8101,2925,58,8
8102,2552,58,6
8103,2179,58,4
8104,1806,58,2
8105,1432,58,0
8187,11325,59,53
8188,10951,59,51
8189,10578,59,49
8190,10205,59,47
8191,9831,59,45
8192,9458,59,43
8193,9085,59,41
8194,8712,59,39
8195,8338,59,37
8196,7965,59,35
8197,7592,59,33
8198,7218,59,31
8199,6845,59,29
8200,6099,59,25
8201,5725,59,23
8202,5352,59,21
8203,4979,59,19
8204,4605,59,17
8205,4232,59,15
8206,3859,59,13
8207,3486,59,11
8208,3112,59,9
8209,2739,59,7
8210,2366,59,5
8211,1992,59,3
8212,1619,59,1
8295,11138,60,52
8296,10765,60,50
8297,10392,60,48
8298,10018,60,46
8299,9645,60,44
8300,9272,60,42
8301,8899,60,40
8302,8525,60,38
8303,7779,60,34
8303,8152,60,36
8304,7405,60,32
8305,7032,60,30
8307,6286,60,26
8308,5912,60,24
8309,5539,60,22
8310,5166,60,20
8311,4792,60,18
8312,4419,60,16
8313,4046,60,14
8314,3673,60,12
8315,3299,60,10
8316,2926,60,8
8317,2553,60,6
8318,2179,60,4
8319,1806,60,2
8320,1433,60,0
8403,10952,61,51
8404,10579,61,49
8405,10205,61,47
8405,9832,61,45
8406,9459,61,43
8407,9085,61,41
8408,8712,61,39
8409,8339,61,37
8410,7966,61,35
8411,7592,61,33
8412,7219,61,31
8413,6846,61,29
8415,6099,61,25
8416,5726,61,23
8417,5353,61,21
8418,4979,61,19
8419,4606,61,17
8420,4233,61,15
8421,3859,61,13
8422,3486,61,11
8423,3113,61,9
8424,2740,61,7
8425,1993,61,3
8425,2366,61,5
8426,1620,61,1
8511,10392,62,48
8512,10019,62,46
8513,9646,62,44
8514,9272,62,42
8515,8899,62,40
8516,8526,62,38
8517,8152,62,36
8518,7779,62,34
8519,7406,62,32
8520,7033,62,30
8521,6659,62,28
8523,5913,62,24
8524,5539,62,22
8525,5166,62,20
8526,4793,62,18
8527,4420,62,16
8528,3673,62,12
8528,4046,62,14
8529,3300,62,10
8530,2926,62,8
8531,2553,62,6
8532,2180,62,4
8533,1807,62,2
8534,1433,62,0
8617,10952,63,51
8618,10579,63,49
8619,10206,63,47
8621,9459,63,43
8622,9086,63,41
8623,8713,63,39
8624,8339,63,37
8625,7966,63,35
8626,7593,63,33
8627,7220,63,31
8628,6846,63,29
8629,6473,63,27
8630,6100,63,25
8631,5353,63,21
8631,5726,63,23
8632,4980,63,19
8633,4607,63,17
8634,4233,63,15
8635,3860,63,13
8636,3487,63,11
8637,3113,63,9
8638,2740,63,7
8639,2367,63,5
8640,1994,63,3
8641,1620,63,1
8726,10393,64,48
8727,10019,64,46
8729,9273,64,42
8730,8900,64,40
8731,8526,64,38
8732,8153,64,36
8733,7406,64,32
8733,7780,64,34
8734,7033,64,30
8737,5913,64,24
8738,5540,64,22
8739,5167,64,20
8740,4793,64,18
8741,4420,64,16
8742,4047,64,14
8743,3674,64,12
8744,3300,64,10
8745,2927,64,8
8746,2554,64,6
8747,2180,64,4
8748,1807,64,2
8749,1434,64,0
8834,10206,65,47
8836,9087,65,41
8837,8713,65,39
8838,8340,65,37
8839,7967,65,35
8840,7593,65,33
8841,7220,65,31
8842,6847,65,29
8844,6100,65,25
8845,5727,65,23
8846,5354,65,21
8847,4980,65,19
8848,4607,65,17
8849,4234,65,15
8850,3861,65,13
8851,3487,65,11
8852,3114,65,9
8853,2741,65,7
8854,2367,65,5
8855,1994,65,3
8856,1621,65,1
8941,10020,66,46
8945,8527,66,38
8946,8154,66,36
8947,7780,66,34
8948,7407,66,32
8949,7034,66,30
8951,6287,66,26
8952,5914,66,24
8953,5541,66,22
8954,5167,66,20
8955,4794,66,18
8956,4421,66,16
8957,4047,66,14
8958,3301,66,10
8958,3674,66,12
8959,2928,66,8
8960,2554,66,6
8961,2181,66,4
8962,1808,66,2
9048,10207,67,47
9052,8714,67,39
9053,8340,67,37
9054,7967,67,35
9055,7594,67,33
9056,7221,67,31
9057,6847,67,29
9058,6474,67,27
9059,6101,67,25
9060,5727,67,23
9061,4981,67,19
9061,5354,67,21
9062,4608,67,17
9063,4234,67,15
9064,3861,67,13
9065,3488,67,11
9066,3115,67,9
9067,2741,67,7
9068,2368,67,5
9069,1995,67,3
9153,11140,68,52
9160,8527,68,38
9161,8154,68,36
9162,7781,68,34
9163,7408,68,32
9164,7034,68,30
9165,6288,68,26
9166,5914,68,24
9167,5541,68,22
9168,5168,68,20
9169,4795,68,18
9170,4421,68,16
9171,4048,68,14
9172,3675,68,12
9173,3301,68,10
9174,2928,68,8
9175,2555,68,6
9176,2182,68,4
9177,1808,68,2
9260,11327,69,53
9261,10954,69,51
9267,8341,69,37
9269,7594,69,33
9270,7221,69,31
9271,6848,69,29
9274,5728,69,23
9275,5355,69,21
9276,4981,69,19
9277,4608,69,17
9278,4235,69,15
9279,3862,69,13
9280,3488,69,11
9281,3115,69,9
9282,2742,69,7
9283,2368,69,5
9284,1995,69,3
9368,11141,70,52
9369,10768,70,50
9374,8528,70,38
9375,8155,70,36
9377,7408,70,32
9378,7035,70,30
9381,5915,70,24
9382,5542,70,22
9383,5168,70,20
9384,4795,70,18
9385,4422,70,16
9386,4049,70,14
9387,3675,70,12
9388,3302,70,10
9389,2555,70,6
9389,2929,70,8
9390,2182,70,4
9474,11328,71,53
9475,10955,71,51
9482,8342,71,37
9485,7222,71,31
9486,6848,71,29
9489,5729,71,23
9490,5355,71,21
9491,4609,71,17
9491,4982,71,19
9492,4235,71,15
9493,3862,71,13
9494,3489,71,11
9495,3116,71,9
9496,2742,71,7
9497,2369,71,5
9498,1996,71,3
9582,11141,72,52
9583,10768,72,50
9584,10395,72,48
9592,7409,72,32
9593,7035,72,30
9595,5916,72,24
9596,5542,72,22
9597,5169,72,20
9598,4796,72,18
9599,4422,72,16
9600,4049,72,14
9601,3676,72,12
9602,3303,72,10
9603,2929,72,8
9604,2556,72,6
9605,2183,72,4
9690,10955,73,51
9692,10209,73,47
9693,9835,73,45
9697,7969,73,35
9699,7222,73,31
9700,6849,73,29
9703,5729,73,23
9704,5356,73,21
9705,4983,73,19
9706,4609,73,17
9707,4236,73,15
9708,3863,73,13
9709,3489,73,11
9710,3116,73,9
9711,2743,73,7
9712,2370,73,5
9713,1996,73,3
9714,1623,73,1
9799,10022,74,46
9799,10395,74,48
9800,9649,74,44
9805,7782,74,34
9807,7036,74,30
9810,5916,74,24
9811,5543,74,22
9812,5169,74,20
9813,4796,74,18
9814,4423,74,16
9815,4050,74,14
9816,3676,74,12
9817,3303,74,10
9818,2930,74,8
9819,2556,74,6
9820,1810,74,2
9906,10209,75,47
9907,9836,75,45
9908,9463,75,43
9913,7596,75,33
9914,7223,75,31
9915,6850,75,29
9918,5730,75,23
9919,5356,75,21
9920,4983,75,19
9921,4610,75,17
9922,3863,75,13
9922,4237,75,15
9923,3490,75,11
9924,3117,75,9
9925,2743,75,7
9927,1997,75,3
