,pxl_row_in_fullres,pxl_col_in_fullres,spot_index,cell_index,cell_nums
4191,5761.0,1511.4345902061987,517,517_8,15
4192,5726.316795878507,1534.7961995791636,517,517_9,15
4193,5687.870731238757,1577.3566834572246,517,517_10,15
4194,5711.757365064779,1546.9746048682898,517,517_11,15
4195,5726.491834745548,1586.3758911157704,517,517_12,15
4196,5622.0,1475.7266405202445,517,517_13,15
4197,5680.1928829210365,1508.1141724133129,517,517_14,15
4198,5673.451720640789,1776.0,518,518_0,10
4199,5659.287995700159,1738.3174189612498,518,518_1,10
4200,5622.0,1691.732024239802,518,518_2,10
4201,5642.369002830286,1754.2873677151401,518,518_3,10
4202,5729.386143010102,1652.7086252832714,518,518_4,10
4203,5718.9601233453295,1705.3436106005909,518,518_5,10
4204,5655.75486314915,1637.0,518,518_6,10
4205,5761.0,1680.1074856266632,518,518_7,10
4206,5687.900719524634,1662.0652815739206,518,518_8,10
4207,5649.083359096538,1700.3994779991883,518,518_9,10
4208,5692.137477892855,1937.2177619518118,519,519_0,12
4209,5700.37983210076,1911.4807446512573,519,519_1,12
4210,5657.643401139456,1963.0,519,519_2,12
4211,5678.724081185991,1920.4951969705703,519,519_3,12
4212,5724.107626588156,1910.104968617968,519,519_4,12
4213,5621.0,1919.7581662777964,519,519_5,12
4214,5698.644962981255,1824.0,519,519_6,12
4215,5670.840184675609,1868.1718355463959,519,519_7,12
4216,5694.289344228612,1890.85981672249,519,519_8,12
4217,5760.0,1912.9620217219094,519,519_9,12
4218,5651.532306196597,1871.750040216875,519,519_10,12
4219,5712.794976001866,1930.4292176563022,519,519_11,12
4220,5686.7628812389685,2010.0,520,520_0,11
4221,5738.565683710518,2126.462698263866,520,520_1,11
4222,5722.94732331211,2059.2993020512217,520,520_2,11
4223,5621.0,2040.016239692857,520,520_3,11
4224,5630.493195712046,2085.465798911321,520,520_4,11
4225,5760.0,2117.3801901882234,520,520_5,11
4226,5747.030676000699,2134.097211580697,520,520_6,11
4227,5721.170928890482,2087.208306150023,520,520_7,11
4228,5687.916656589136,2149.0,520,520_8,11
4229,5681.045916932428,2109.061769798333,520,520_9,11
4230,5683.438583752753,2051.8145496061557,520,520_10,11
4231,5620.0,2269.7091571441915,521,521_0,12
4232,5694.891956211328,2253.446109537005,521,521_1,12
4233,5726.826226516843,2262.92614223696,521,521_2,12
4234,5759.0,2335.340532272628,521,521_3,12
4235,5730.1215442753055,2217.759934847133,521,521_4,12
4236,5743.030988418213,2336.0,521,521_5,12
4237,5758.316357290179,2272.488849070318,521,521_6,12
4238,5634.586596978378,2197.0,521,521_7,12
4239,5662.356046670183,2261.2360430066083,521,521_8,12
4240,5632.928831919119,2287.105658728378,521,521_9,12
4241,5677.658373977914,2332.6147939941366,521,521_10,12
4242,5653.347993218137,2324.764690483648,521,521_11,12
4243,5759.0,2383.0,522,522_0,6
4244,5690.145872140984,2503.754023427354,522,522_1,6
4245,5708.8776793426505,2522.0,522,522_2,6
4246,5655.084165417286,2444.6489911536605,522,522_3,6
4247,5620.0,2495.8405057862747,522,522_4,6
4248,5673.718465871293,2393.9178792933403,522,522_5,6
4249,5619.326424875108,2673.3766313509227,523,523_0,18
4250,5619.0,2654.7984113464563,523,523_1,18
4251,5653.914356827288,2611.563776218097,523,523_2,18
4252,5753.217339612201,2639.968340355151,523,523_3,18
4253,5641.861974267498,2663.3104043519033,523,523_4,18
4254,5753.842590518792,2602.6459634790967,523,523_5,18
4255,5678.002186425574,2570.0,523,523_6,18
4256,5668.404371811946,2656.901858756506,523,523_7,18
4257,5635.4329284376645,2624.9759709635855,523,523_8,18
4258,5644.53321487091,2709.0,523,523_9,18
4259,5737.158025695296,2655.3907304621544,523,523_10,18
4260,5724.84715021004,2590.14247597309,523,523_11,18
4261,5715.459057513279,2649.147266114519,523,523_12,18
4262,5758.0,2655.886565260784,523,523_13,18
4263,5740.18382472868,2606.9842864007687,523,523_14,18
4264,5641.92681425094,2601.500797768501,523,523_15,18
4265,5660.911493350969,2634.056222969726,523,523_16,18
4266,5738.750547581263,2671.0264594276623,523,523_17,18
4267,5719.69788073095,2802.1130624948255,524,524_0,15
4268,5721.491400090162,2891.6931237255103,524,524_1,15
4269,5641.3539348083295,2866.635177876036,524,524_2,15
4270,5676.764531499924,2884.691692455688,524,524_3,15
4271,5744.597070750966,2801.896276947958,524,524_4,15
4272,5758.0,2836.6387667310146,524,524_5,15
4273,5676.644885049249,2799.027795332428,524,524_6,15
4274,5746.863137366821,2875.6790327321555,524,524_7,15
4275,5660.790925720034,2831.9667727948804,524,524_8,15
4276,5711.209085998856,2756.0,524,524_9,15
4277,5619.0,2851.993893253434,524,524_10,15
4278,5715.948112938958,2876.725410099721,524,524_11,15
4279,5643.374818410937,2814.3005389528917,524,524_12,15
4280,5698.161066962199,2895.0,524,524_13,15
4281,5728.476909543233,2783.301660314178,524,524_14,15
4282,5688.895996120027,2958.1553241553243,525,525_0,20
4283,5724.325509573231,2987.339952197095,525,525_1,20
4284,5699.747532274406,3057.1110362519757,525,525_2,20
4285,5757.0,3016.810419823078,525,525_3,20
4286,5713.04229821329,3047.755059882448,525,525_4,20
4287,5743.668008444421,2997.3887879476115,525,525_5,20
4288,5618.0,2998.769071592601,525,525_6,20
4289,5640.99322011656,2986.2683802683805,525,525_7,20
4290,5657.450983241096,3007.0376938682025,525,525_8,20
4291,5725.3544629135295,2954.187704187704,525,525_9,20
4292,5710.2390564785455,3082.0,525,525_10,20
4293,5701.478185619383,3035.2699035827527,525,525_11,20
4294,5689.943498998159,2983.2154235597945,525,525_12,20
4295,5634.764236989167,2967.6464982161183,525,525_13,20
4296,5699.316447587727,3073.258740149151,525,525_14,20
4297,5631.279274425847,3038.4622063428033,525,525_15,20
4298,5650.103894436766,3027.5984555984555,525,525_16,20
4299,5664.7419853628,2957.8622199252122,525,525_17,20
4300,5640.945768843973,3068.88712998713,525,525_18,20
4301,5737.718276197948,3058.1750981750984,525,525_19,20
4302,5716.838161221997,3166.8933814541606,526,526_0,8
4303,5696.380511837051,3139.3209899972976,526,526_1,8
4304,5618.0,3228.4475415606094,526,526_2,8
4305,5757.0,3165.549455745481,526,526_3,8
4306,5648.06727527086,3222.00872587,526,526_4,8
4307,5650.570065170735,3130.0,526,526_5,8
4308,5689.079432334379,3165.388982699989,526,526_6,8
4309,5646.870810738783,3269.0,526,526_7,8
4310,5650.842994064084,3354.909669663438,527,527_0,9
4311,5646.877789485472,3336.2801188467465,527,527_1,9
4312,5662.680292713332,3456.0,527,527_2,9
4313,5618.0,3360.7914753136233,527,527_3,9
4314,5682.56277261425,3344.2638746240186,527,527_4,9
4315,5731.481344350904,3357.33294402465,527,527_5,9
4316,5668.753043051945,3317.0,527,527_6,9
4317,5653.157177377789,3377.2983257066253,527,527_7,9
4318,5757.0,3453.4142284729373,527,527_8,9
4319,5686.866182859653,3625.8496344164873,528,528_0,18
4320,5631.459318981891,3534.846480891304,528,528_1,18
4321,5700.059353083442,3505.3802625149815,528,528_2,18
4322,5627.590615979295,3604.006860213781,528,528_3,18
4323,5704.461246524609,3532.3527287119027,528,528_4,18
4324,5625.896292245349,3570.6114161459095,528,528_5,18
4325,5747.760833177697,3514.3103367196954,528,528_6,18
4326,5665.357373128235,3503.60568463682,528,528_7,18
4327,5621.77676490657,3547.354753719388,528,528_8,18
4328,5692.958577447633,3642.0,528,528_9,18
4329,5649.533783718499,3530.3619461005046,528,528_10,18
4330,5735.766873640852,3503.0,528,528_11,18
4331,5617.0,3576.776250941475,528,528_12,18
4332,5756.0,3594.28230983438,528,528_13,18
4333,5747.1366697760395,3637.579922143626,528,528_14,18
4334,5694.425370771324,3520.2559567145317,528,528_15,18
4335,5656.760678128557,3623.918749976009,528,528_16,18
4336,5645.339024341541,3594.1762100408932,528,528_17,18
4337,5617.0,3732.845393452293,529,529_0,18
4338,5633.921345634466,3742.2516295270493,529,529_1,18
4339,5655.769242941229,3728.4226891535614,529,529_2,18
4340,5676.035661252513,3726.9992785148825,529,529_3,18
4341,5701.136603793522,3754.2019090124704,529,529_4,18
4342,5650.884824215924,3829.0,529,529_5,18
4343,5710.130264384213,3690.0,529,529_6,18
4344,5617.421883366962,3788.770014659997,529,529_7,18
4345,5725.044197463445,3746.628679385897,529,529_8,18
4346,5660.544696035527,3700.973859010011,529,529_9,18
4347,5710.878092373214,3796.6056760477622,529,529_10,18
4348,5711.162089871612,3780.507117864597,529,529_11,18
4349,5756.0,3780.9447135564815,529,529_12,18
4350,5661.10611503874,3742.7314739078556,529,529_13,18
4351,5688.707908615398,3779.4349219381193,529,529_14,18
4352,5712.363708059334,3740.233464728611,529,529_15,18
4353,5748.834545226397,3722.644600562752,529,529_16,18
4354,5639.873904256859,3704.8547639829117,529,529_17,18
4355,5673.651482518841,4003.0579967717117,530,530_0,20
4356,5620.132572838494,3925.2384439359266,530,530_1,20
4357,5616.0,3956.947560310754,530,530_2,20
4358,5702.811889649972,3934.6863418290854,530,530_3,20
4359,5651.300244309201,3975.2332426793596,530,530_4,20
4360,5727.82092033326,3936.1310631765455,530,530_5,20
4361,5755.0,3968.4343237921994,530,530_6,20
4362,5669.101399419689,3883.91792990652,530,530_7,20
4363,5647.598463365864,3959.7534964261536,530,530_8,20
4364,5659.028238115063,3945.733616430421,530,530_9,20
4365,5711.173197406057,3883.3247763215168,530,530_10,20
4366,5735.942206886308,4004.165691699605,530,530_11,20
4367,5618.423823619881,3969.988700386649,530,530_12,20
4368,5709.438452139062,3999.165076552633,530,530_13,20
4369,5752.128806636084,3952.4257503066647,530,530_14,20
4370,5698.629059481519,3876.0,530,530_15,20
4371,5634.656205618048,3974.242995693872,530,530_16,20
4372,5645.687196003268,4015.0,530,530_17,20
4373,5719.276413036871,3894.0836621927488,530,530_18,20
4374,5677.522972702532,3949.7255965024483,530,530_19,20
4375,5674.058749110173,4125.513142543564,531,531_0,20
4376,5670.3995500681995,4159.395085452108,531,531_1,20
4377,5658.582849874126,4072.727781255887,531,531_2,20
4378,5718.47752246542,4123.196241073581,531,531_3,20
4379,5706.787464967386,4109.766092996701,531,531_4,20
4380,5744.333472941548,4118.846763461267,531,531_5,20
4381,5634.2058163991605,4161.343504707099,531,531_6,20
4382,5656.150776016957,4195.4130296897165,531,531_7,20
4383,5638.363865183789,4181.395798306457,531,531_8,20
4384,5678.248686206255,4143.365927202074,531,531_9,20
4385,5732.30514252309,4069.7295965889234,531,531_10,20
4386,5680.493647197938,4195.80831397624,531,531_11,20
4387,5711.259214792948,4162.163801678236,531,531_12,20
4388,5755.0,4106.723715315791,531,531_13,20
4389,5747.6313342013655,4080.760105546694,531,531_14,20
4390,5721.911997696233,4183.141863482774,531,531_15,20
4391,5616.0,4108.627989097475,531,531_16,20
4392,5718.058463831075,4071.2866283873004,531,531_17,20
4393,5726.484758208498,4097.438636983166,531,531_18,20
4394,5638.607491430394,4102.033773340077,531,531_19,20
4395,5677.012430939227,4356.937171993533,532,532_0,18
4396,5728.147464749674,4261.069374187021,532,532_1,18
4397,5644.006523330892,4378.403224138939,532,532_2,18
4398,5642.316052251182,4344.591414226807,532,532_3,18
4399,5754.0,4312.6632259669195,532,532_4,18
4400,5669.331158741121,4250.0,532,532_5,18
4401,5615.904916071366,4335.642476416645,532,532_6,18
4402,5699.466290704484,4373.377548932688,532,532_7,18
4403,5692.157541785459,4279.337855226658,532,532_8,18
4404,5661.6258879242305,4389.0,532,532_9,18
4405,5638.290088134701,4255.46826679932,532,532_10,18
4406,5661.733636824895,4262.848739495798,532,532_11,18
4407,5738.243309790271,4332.974311142574,532,532_12,18
4408,5617.968568642927,4284.237051288616,532,532_13,18
4409,5728.097947908445,4322.055968163164,532,532_14,18
4410,5731.577780283384,4368.085093656913,532,532_15,18
4411,5615.0,4298.140129563261,532,532_16,18
4412,5660.061200460621,4376.113975302803,532,532_17,18
4413,5735.32369801399,4563.681576292196,533,533_0,10
4414,5641.295779509986,4437.0,533,533_1,10
4415,5686.933273621199,4535.289446242461,533,533_2,10
4416,5732.754482408163,4480.742006752061,533,533_3,10
4417,5681.968492794831,4576.0,533,533_4,10
4418,5615.0,4475.817993903365,533,533_5,10
4419,5754.0,4521.083310620078,533,533_6,10
4420,5622.623917028053,4536.327929575799,533,533_7,10
4421,5677.003047771043,4555.037639125843,533,533_8,10
4422,5616.779856563609,4461.325658732093,533,533_9,10
4423,5753.0,4700.303266196373,534,534_0,5
4424,5737.956533104446,4657.925169690254,534,534_1,5
4425,5651.40003192719,4762.0,534,534_2,5
4426,5614.0,4623.0,534,534_3,5
4427,5732.045403824712,4628.773476281759,534,534_4,5
4428,5614.0,4922.813995005179,535,535_0,13
4429,5646.584843231393,4836.983520946803,535,535_1,13
4430,5651.997074234918,4866.018293934724,535,535_2,13
4431,5744.058976728015,4948.30638353171,535,535_3,13
4432,5753.0,4930.373061187431,535,535_4,13
4433,5691.539928556535,4810.0,535,535_5,13
4434,5641.747044380172,4884.155677818523,535,535_6,13
4435,5682.094444037786,4872.880146711313,535,535_7,13
4436,5707.027420277549,4880.953773032304,535,535_8,13
4437,5705.467979692948,4949.0,535,535_9,13
4438,5736.675348774141,4838.945086594249,535,535_10,13
4439,5684.19522895869,4945.554077659906,535,535_11,13
4440,5732.557209504056,4914.214810279568,535,535_12,13
4441,5638.966119452111,5047.114959167466,536,536_0,20
4442,5625.449807310471,5034.630848202439,536,536_1,20
4443,5613.0,5030.675514010013,536,536_2,20
4444,5715.829941374635,5066.246883505054,536,536_3,20
4445,5637.862736963194,5106.585382735546,536,536_4,20
4446,5752.0,5075.256658224657,536,536_5,20
4447,5621.222860058024,5120.9269443625135,536,536_6,20
4448,5694.448654504272,5013.333454565151,536,536_7,20
4449,5615.2637934854865,5079.350260722107,536,536_8,20
4450,5629.773028655369,5076.255185744697,536,536_9,20
4451,5663.112546056721,5066.898707015062,536,536_10,20
4452,5746.945532578017,5051.338281172994,536,536_11,20
4453,5621.134883997669,5056.725711721053,536,536_12,20
4454,5659.230666962109,5080.473059231508,536,536_13,20
4455,5700.700838532577,5029.538336487556,536,536_14,20
4456,5717.864073232883,5100.941866901834,536,536_15,20
4457,5696.846751622185,5081.2220878555845,536,536_16,20
4458,5681.970801522873,5122.627593842522,536,536_17,20
4459,5738.966214972083,5027.956659861046,536,536_18,20
4460,5639.059403269781,4996.0,536,536_19,20
4461,5689.918877693689,5322.0,537,537_0,18
4462,5702.45456247753,5237.683228551653,537,537_1,18
4463,5671.086485838693,5183.0,537,537_2,18
4464,5682.5347606435835,5259.159305074768,537,537_3,18
4465,5616.123102559566,5290.824708121141,537,537_4,18
4466,5740.623515660626,5227.145263163733,537,537_5,18
4467,5752.0,5276.9126297635585,537,537_6,18
4468,5711.599103619313,5200.899007221064,537,537_7,18
4469,5613.0,5254.814067137179,537,537_8,18
4470,5659.882783297476,5212.928517137658,537,537_9,18
4471,5646.744747459669,5263.150002511338,537,537_10,18
4472,5701.386842021593,5260.569196358347,537,537_11,18
4473,5649.546558127,5288.77454754031,537,537_12,18
4474,5630.663231425275,5317.576198175401,537,537_13,18
4475,5715.83976685385,5290.792421836595,537,537_14,18
4476,5727.430755212643,5281.775803908819,537,537_15,18
4477,5737.753110267625,5253.051731912707,537,537_16,18
4478,5750.230776604539,5257.824434838673,537,537_17,18
4479,5751.0,5485.844447149064,538,538_0,9
4480,5685.577668753135,5369.0,538,538_1,9
4481,5706.173955225663,5467.355216829354,538,538_2,9
4482,5641.331402918053,5394.0184094064525,538,538_3,9
4483,5633.66192805659,5476.814452501947,538,538_4,9
4484,5737.0847096899415,5394.3359384793375,538,538_5,9
4485,5612.0,5450.69544687475,538,538_6,9
4486,5674.64886548652,5484.139208464014,538,538_7,9
4487,5674.217745487528,5508.0,538,538_8,9
4488,5751.0,5487.162673292954,539,539_0,10
4489,5685.120282970366,5370.055433805188,539,539_1,10
4490,5705.761315452043,5468.487237820209,539,539_2,10
4491,5640.777890883665,5395.093324532795,539,539_3,10
4492,5633.091753873287,5477.953839205187,539,539_4,10
4493,5736.739224396033,5395.411100859043,539,539_5,10
4494,5738.788512554754,5370.0,539,539_6,10
4495,5612.0,5451.5483936429055,539,539_7,10
4496,5674.167736572599,5485.284298804162,539,539_8,10
4497,5673.779756735337,5509.0,539,539_9,10
4498,5640.824152918562,5602.258362849786,540,540_0,13
4499,5670.4816204809795,5610.049723879296,540,540_1,13
4500,5638.018761911739,5691.597552726318,540,540_2,13
4501,5664.039918512703,5577.711125735861,540,540_3,13
4502,5713.662343444013,5695.0,540,540_4,13
4503,5751.0,5581.578136477108,540,540_5,13
4504,5637.980169421802,5638.8505163589925,540,540_6,13
4505,5716.7124721512855,5615.098763170858,540,540_7,13
4506,5614.481716865735,5694.352684329956,540,540_8,13
4507,5740.789519615167,5666.908184937128,540,540_9,13
4508,5677.797437289682,5556.0,540,540_10,13
4509,5612.0,5565.811262432852,540,540_11,13
4510,5638.684956729173,5578.97348747239,540,540_12,13
4511,5694.50779557378,9802.0,541,541_0,5
4512,5709.576093644158,9663.0,541,541_1,5
4513,5740.0,9757.778952125836,541,541_2,5
4514,5734.5020222385365,9788.077292427695,541,541_3,5
4515,5601.0,9736.706663447709,541,541_4,5
4516,5661.6240973659,9869.93230598687,542,542_0,13
4517,5714.802177499125,9893.695568982881,542,542_1,13
4518,5740.0,9879.643270896275,542,542_2,13
4519,5725.541257371342,9931.486878859085,542,542_3,13
4520,5601.0,9893.395232449935,542,542_4,13
4521,5689.672567001509,9849.0,542,542_5,13
4522,5605.2655057988695,9956.787785083821,542,542_6,13
4523,5653.6108499233,9956.216276901272,542,542_7,13
4524,5697.185364049932,9949.370499378,542,542_8,13
4525,5668.027348267314,9921.260713886091,542,542_9,13
4526,5664.437553534033,9988.0,542,542_10,13
4527,5628.030396550981,9947.720017903099,542,542_11,13
4528,5678.223366357006,9949.633778384174,542,542_12,13
4529,5707.991024737531,10117.012130642985,543,543_0,17
4530,5602.593215333195,10076.386052155502,543,543_1,17
4531,5719.479385962603,10058.886835114386,543,543_2,17
4532,5600.0,10108.79819297063,543,543_3,17
4533,5655.3310509804405,10093.582401428785,543,543_4,17
4534,5697.388228588073,10099.871650115596,543,543_5,17
4535,5688.6570491107905,10080.3587679528,543,543_6,17
4536,5674.16238168064,10084.051757983212,543,543_7,17
4537,5714.886544434864,10133.050973772355,543,543_8,17
4538,5630.251150104071,10151.820657230644,543,543_9,17
4539,5678.555008310275,10111.339801690954,543,543_10,17
4540,5690.166633662498,10036.0,543,543_11,17
4541,5739.0,10117.55027321776,543,543_12,17
4542,5698.6103663404265,10153.174881645275,543,543_13,17
4543,5674.134378720145,10175.0,543,543_14,17
4544,5738.229963556941,10080.934066350566,543,543_15,17
4545,5677.238634177153,10045.511411995589,543,543_16,17
4546,5640.767073986907,10269.442804818093,544,544_0,14
4547,5670.7611405805,10286.925469130756,544,544_1,14
4548,5738.623815000159,10259.518424403072,544,544_2,14
4549,5674.792777722958,10313.048972160766,544,544_3,14
4550,5635.401450515097,10222.0,544,544_4,14
4551,5697.774951554131,10352.745385872598,544,544_5,14
4552,5739.0,10301.798562206573,544,544_6,14
4553,5719.146250250019,10304.584048567962,544,544_7,14
4554,5623.392789891668,10233.284828061838,544,544_8,14
4555,5646.674277025492,10230.021649695354,544,544_9,14
4556,5600.0,10273.042522123893,544,544_10,14
4557,5661.943044123284,10361.0,544,544_11,14
4558,5631.320555334111,10242.100308847339,544,544_12,14
4559,5680.168981293386,10360.315668360101,544,544_13,14
4560,5658.12709137747,10431.861480387204,545,545_0,8
4561,5673.994415973682,10531.812776740551,545,545_1,8
4562,5649.6710480226975,10548.0,545,545_2,8
4563,5719.857306703711,10434.412962477163,545,545_3,8
4564,5682.8052717923365,10494.924457374014,545,545_4,8
4565,5712.009842658919,10409.0,545,545_5,8
4566,5599.0,10434.94198513944,545,545_6,8
4567,5738.0,10523.236895711389,545,545_7,8
4568,5621.095604042601,10632.554935977156,546,546_0,10
4569,5738.0,10730.596378329254,546,546_1,10
4570,5613.354083738536,10673.307277170097,546,546_2,10
4571,5599.0,10642.408226093987,546,546_3,10
4572,5687.599723932543,10677.159291558168,546,546_4,10
4573,5687.718584708997,10734.0,546,546_5,10
4574,5651.141687052641,10595.0,546,546_6,10
4575,5653.308063131603,10665.752972876799,546,546_7,10
4576,5725.806953010542,10695.673928971659,546,546_8,10
4577,5632.829123690128,10678.646121763784,546,546_9,10
4578,5690.912846560026,1496.0,547,547_0,7
4579,5676.0,1483.2484091343392,547,547_1,7
4580,5746.510022436646,1448.7831168398523,547,547_2,7
4581,5815.0,1468.972268655483,547,547_3,7
4582,5765.114554744826,1357.0,547,547_4,7
4583,5712.074245995447,1364.497543865071,547,547_5,7
4584,5812.002065237306,1485.259828016472,547,547_6,7
4585,5684.2894603795585,1648.8784305026313,548,548_0,11
4586,5814.0,1584.8198933647523,548,548_1,11
4587,5783.864617792878,1544.0,548,548_2,11
4588,5712.689409473155,1643.8998583766129,548,548_3,11
4589,5679.283922816996,1588.3177188718912,548,548_4,11
4590,5715.076025378488,1674.663483998916,548,548_5,11
4591,5780.944678826196,1673.7965862868018,548,548_6,11
4592,5803.5565396873,1597.7423197617513,548,548_7,11
4593,5747.898992641434,1683.0,548,548_8,11
4594,5675.0,1617.192559946128,548,548_9,11
4595,5763.208699438381,1650.4484483302524,548,548_10,11
4596,5675.0,1851.075178792936,549,549_0,7
4597,5814.0,1827.879162527309,549,549_1,7
4598,5788.312011132934,1773.4334394101163,549,549_2,7
4599,5753.480704763112,1770.861799200077,549,549_3,7
4600,5758.846136607546,1870.0,549,549_4,7
4601,5791.553243514915,1849.7370928542853,549,549_5,7
4602,5698.676516447619,1731.0,549,549_6,7
4603,5732.173531178872,2056.0,550,550_0,5
4604,5813.0,1917.0,550,550_1,5
4605,5684.477166586795,1939.9041353054995,550,550_2,5
4606,5724.997872102486,1947.042689017919,550,550_3,5
4607,5674.0,1967.5072646843937,550,550_4,5
4608,5754.943761937325,2104.0,551,551_0,10
4609,5764.648501678707,2226.388994721654,551,551_1,10
4610,5675.177455185684,2165.973049661579,551,551_2,10
4611,5696.650969426443,2152.3187360846755,551,551_3,10
4612,5686.127142823458,2188.396976326274,551,551_4,10
4613,5778.029411453815,2120.689909257737,551,551_5,10
4614,5738.27037911855,2243.0,551,551_6,10
4615,5813.0,2170.986850855478,551,551_7,10
4616,5796.382149927452,2160.9686296396217,551,551_8,10
4617,5674.0,2239.155862119115,551,551_9,10
4618,5811.647991419049,2331.5808887867784,552,552_0,12
4619,5690.628021721211,2342.946472219688,552,552_1,12
4620,5673.0,2339.057306469432,552,552_2,12
4621,5733.412108612533,2429.0,552,552_3,12
4622,5812.0,2353.39986029734,552,552_4,12
4623,5687.4603974333195,2290.0,552,552_5,12
4624,5703.833446929385,2408.4626265536726,552,552_6,12
4625,5771.888414801909,2420.12253933984,552,552_7,12
4626,5766.650362467664,2343.327126579211,552,552_8,12
4627,5797.834723384534,2321.514764590743,552,552_9,12
4628,5691.194735527903,2408.0133715095344,552,552_10,12
4629,5700.114962288502,2390.7930988234766,552,552_11,12
4630,5746.364031680206,2616.0,553,553_0,10
4631,5778.576766011829,2499.359970068372,553,553_1,10
4632,5780.0728460052815,2477.0,553,553_2,10
4633,5673.0,2595.2127909966903,553,553_3,10
4634,5812.0,2559.520829634821,553,553_4,10
4635,5803.503675521241,2488.296577985375,553,553_5,10
4636,5762.009053906673,2511.664127766738,553,553_6,10
4637,5706.409880524629,2614.175555701192,553,553_7,10
4638,5805.53775837595,2547.1282196971056,553,553_8,10
4639,5751.5095800169875,2540.471248990188,553,553_9,10
4640,5811.0,2716.599772367187,554,554_0,12
4641,5689.160023964852,2663.0,554,554_1,12
4642,5684.405275371978,2802.0,554,554_2,12
4643,5750.750431829391,2694.011826572805,554,554_3,12
4644,5693.383111120666,2749.5722165132843,554,554_4,12
4645,5672.0,2679.9839489632973,554,554_5,12
4646,5795.267608291104,2697.8568465612916,554,554_6,12
4647,5724.933267074618,2801.252615234336,554,554_7,12
4648,5692.813804223391,2679.808747116001,554,554_8,12
4649,5708.714703444953,2696.28727722625,554,554_9,12
4650,5765.415854569218,2730.913373953855,554,554_10,12
4651,5672.808602907013,2697.3300434711437,554,554_11,12
4652,5786.658402887475,2941.8720592457644,555,555_0,16
4653,5677.952213332807,2920.822458129831,555,555_1,16
4654,5715.353156217412,2971.333622412275,555,555_2,16
4655,5756.263068606174,2989.0,555,555_3,16
4656,5758.475038612487,2871.2868891958406,555,555_4,16
4657,5811.0,2935.0034533332127,555,555_5,16
4658,5734.759187788046,2981.722990149966,555,555_6,16
4659,5704.122098870786,2850.0,555,555_7,16
4660,5735.157953174233,2934.5704292586584,555,555_8,16
4661,5703.9647690197435,2899.637518301778,555,555_9,16
4662,5697.949515571436,2928.231763326521,555,555_10,16
4663,5796.837560793846,2863.3350097505963,555,555_11,16
4664,5672.0,2896.626512763413,555,555_12,16
4665,5769.916287961823,2979.781234029156,555,555_13,16
4666,5806.028268882672,2900.451925468675,555,555_14,16
4667,5682.445544513241,2949.4776760472073,555,555_15,16
4668,5792.312828459984,3176.0,556,556_0,13
4669,5716.507390108469,3037.0,556,556_1,13
4670,5673.512859886974,3078.3200583776656,556,556_2,13
4671,5761.733735091749,3098.9763562656885,556,556_3,13
4672,5696.994833470822,3143.767700105867,556,556_4,13
4673,5790.180505368262,3050.666808415377,556,556_5,13
4674,5680.686309717785,3132.019761310673,556,556_6,13
4675,5672.0,3123.811079650541,556,556_7,13
4676,5718.299889739688,3068.9269201879247,556,556_8,13
4677,5693.657407786477,3088.857983549335,556,556_9,13
4678,5738.615641113678,3070.2786912232054,556,556_10,13
4679,5767.494166773358,3119.616767146455,556,556_11,13
4680,5811.0,3090.1304947873928,556,556_12,13
4681,5728.686352002133,3244.578695350666,557,557_0,14
4682,5811.0,3297.3370835999917,557,557_1,14
4683,5753.985337776842,3254.4482006525777,557,557_2,14
4684,5728.591946480403,3224.0,557,557_3,14
4685,5703.006765131483,3363.0,557,557_4,14
4686,5672.0,3330.0954466869125,557,557_5,14
4687,5742.161741791313,3289.056849150855,557,557_6,14
4688,5720.391674768457,3301.6311272204734,557,557_7,14
4689,5797.910740790674,3312.3876042693105,557,557_8,14
4690,5770.540205264801,3335.332271600635,557,557_9,14
4691,5752.1377776519275,3340.3832603207998,557,557_10,14
4692,5751.80970600074,3358.888614341024,557,557_11,14
4693,5755.978648407106,3276.7955313334705,557,557_12,14
4694,5709.529775042534,3329.366499619233,557,557_13,14
4695,5780.459786001304,3448.854102818323,558,558_0,19
4696,5760.402060399237,3454.3555348786294,558,558_1,19
4697,5729.437292500524,3450.285529757181,558,558_2,19
4698,5671.0,3496.4497814349534,558,558_3,19
4699,5783.201582057222,3410.0,558,558_4,19
4700,5797.014307270842,3527.434953203251,558,558_5,19
4701,5734.132011905975,3483.1105647373474,558,558_6,19
4702,5726.364517408583,3468.7292369815736,558,558_7,19
4703,5809.476240394518,3511.634579593671,558,558_8,19
4704,5774.210303893078,3489.4927403790393,558,558_9,19
4705,5691.44853809998,3501.909681362488,558,558_10,19
4706,5743.853202282912,3423.355786461877,558,558_11,19
4707,5673.644201432277,3480.920120121918,558,558_12,19
4708,5770.89085643891,3418.4284197839124,558,558_13,19
4709,5727.928445082189,3428.632059520991,558,558_14,19
4710,5810.0,3466.7786527462304,558,558_15,19
4711,5719.141923616089,3549.0,558,558_16,19
4712,5743.636914882869,3526.0295426299604,558,558_17,19
4713,5800.0829955619265,3435.0993091094024,558,558_18,19
4714,5757.176973378149,3736.0,559,559_0,18
4715,5736.115535342992,3597.353689407719,559,559_1,18
4716,5810.0,3669.8667656098874,559,559_2,18
4717,5757.5644838954095,3597.0,559,559_3,18
4718,5744.238442540685,3714.085189075508,559,559_4,18
